DATASET_COLORSTRIP
SEPARATOR	TAB
DATASET_LABEL	Phylum Colors
COLOR	#ff0000
STRIP_WIDTH	25
MARGIN	5
BORDER_WIDTH	1
BORDER_COLOR	#000000
LEGEND_TITLE	Phyla
LEGEND_SHAPES	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEGEND_COLORS	#1f77b4,#aec7e8,#ff7f0e,#ffbb78,#2ca02c,#98df8a,#d62728,#ff9896,#9467bd,#c5b0d5,#8c564b,#c49c94,#e377c2,#f7b6d2,#7f7f7f,#c7c7c7,#bcbd22,#dbdb8d,#17becf,#9edae5
LEGEND_LABELS	Bacteroidota,Pseudomonadota,Bacillota_A,Actinomycetota,Spirochaetota,Verrucomicrobiota,Bacillota_C,Bacillota,Cyanobacteriota,Elusimicrobiota,Methanobacteriota,Desulfobacterota,Campylobacterota,Fibrobacterota,Myxococcota,Thermoplasmatota,Eremiobacterota,Bacillota_B,Planctomycetota,Fusobacteriota
DATA
ERR7738612_bin.25	#ff7f0e
ERR7738612_bin.76	#aec7e8
ERR7738630_bin.102	#ff7f0e
ERR7738616_bin.39	#ff7f0e
ERR7738611_bin.37	#ff7f0e
ERR7738578_bin.94	#ff7f0e
SRR17643792_bin.9	#d62728
ERR11604953_bin.4	#ff7f0e
ERR7738182_bin.42	#ff9896
ERR7745831_bin.20	#9467bd
ERR7738166_bin.67	#ff7f0e
ERR7738620_bin.72	#ff7f0e
ERR7738215_bin.96	#ff7f0e
ERR7745596_bin.26	#aec7e8
ERR7738578_bin.97	#ff7f0e
SRR17643458_bin.21	#ff7f0e
ERR11604929_bin.14	#2ca02c
ERR7738253_bin.95	#ff9896
ERR7738612_bin.55	#ff7f0e
SRR17643452_bin.18	#ffbb78
ERR7738196_bin.12	#ff7f0e
ERR7738604_bin.148	#1f77b4
ERR7738622_bin.53	#ff7f0e
ERR7738253_bin.49	#ff7f0e
ERR7738166_bin.87	#ff7f0e
ERR7738597_bin.25	#ff7f0e
SRR17643790_bin.7	#ff7f0e
SRR1761684_bin.6	#ff7f0e
ERR7738938_bin.73	#ff7f0e
ERR7738185_bin.54	#ff9896
ERR7738616_bin.4	#ff7f0e
ERR7745836_bin.17	#d62728
ERR7738622_bin.19	#ff7f0e
ERR7745819_bin.68	#ff9896
ERR7738616_bin.7	#ff7f0e
ERR7738612_bin.126	#ff9896
ERR7738611_bin.69	#ff7f0e
ERR7746440_bin.52	#ff7f0e
ERR7738937_bin.96	#aec7e8
ERR7738253_bin.27	#c7c7c7
SRR1761680_bin.5	#ff7f0e
ERR7738616_bin.59	#ff7f0e
ERR11604941_bin.11	#ffbb78
ERR7738547_bin.38	#1f77b4
SRR1761677_bin.3	#1f77b4
ERR7745787_bin.81	#aec7e8
ERR7746398_bin.17	#1f77b4
ERR7738630_bin.117	#ff7f0e
ERR7738611_bin.46	#ff7f0e
ERR7746440_bin.3	#ff7f0e
ERR7738166_bin.60	#ff9896
ERR7738553_bin.91	#aec7e8
SRR17643474_bin.7	#ffbb78
SRR1761699_bin.23	#ff7f0e
ERR7738229_bin.31	#aec7e8
SRR17643919_bin.8	#ff7f0e
ERR7745819_bin.67	#d62728
ERR7738620_bin.32	#ffbb78
ERR7738611_bin.128	#ff7f0e
SRR1761715_bin.18	#ff7f0e
ERR7745787_bin.30	#ff7f0e
ERR7738353_bin.15	#ff7f0e
SRR1761680_bin.6	#ffbb78
ERR7738578_bin.4	#ff7f0e
SRR17643927_bin.5	#d62728
ERR7738938_bin.78	#ff7f0e
ERR7738166_bin.97	#ff7f0e
ERR7738629_bin.17	#ff7f0e
ERR7738597_bin.44	#ff7f0e
ERR7738580_bin.59	#ff7f0e
ERR7738553_bin.11	#98df8a
SRR17643474_bin.19	#1f77b4
ERR7738537_bin.41	#ff7f0e
ERR7738185_bin.30	#ff7f0e
ERR7738158_bin.35	#ffbb78
SRR17643520_bin.5	#dbdb8d
ERR11604953_bin.6	#aec7e8
ERR7745831_bin.45	#aec7e8
ERR7738630_bin.43	#ff7f0e
ERR7738604_bin.19	#ff9896
SRR8732219_bin.1	#9467bd
ERR7738608_bin.74	#ff9896
ERR7746398_bin.32	#ff7f0e
ERR11604949_bin.18	#c7c7c7
ERR7738253_bin.96	#ff7f0e
ERR7738937_bin.34	#ff7f0e
ERR7738546_bin.64	#1f77b4
ERR7738612_bin.37	#9467bd
SRR17643479_bin.19	#ff7f0e
ERR7738253_bin.46	#ff7f0e
SRR8732226_bin.1	#9467bd
ERR7738580_bin.84	#ff7f0e
ERR7738622_bin.115	#ff7f0e
SRR17643792_bin.27	#ff7f0e
ERR7738553_bin.41	#e377c2
SRR1761713_bin.4	#9467bd
ERR11604952_bin.13	#ff7f0e
ERR7738608_bin.112	#ff7f0e
SRR17643459_bin.4	#d62728
ERR7738604_bin.102	#ff7f0e
ERR7738537_bin.139	#ff7f0e
ERR7738185_bin.31	#ff7f0e
ERR11604929_bin.11	#aec7e8
SRR1761687_bin.24	#ffbb78
SRR17643521_bin.17	#ffbb78
ERR7738546_bin.101	#ffbb78
ERR7738630_bin.144	#1f77b4
ERR7738630_bin.185	#ff7f0e
ERR7738537_bin.51	#ff7f0e
ERR7746398_bin.94	#ff9896
SRR1761687_bin.22	#ff7f0e
ERR7738608_bin.45	#ff7f0e
SRR1761695_bin.25	#ff7f0e
ERR11604931_bin.5	#1f77b4
ERR7738597_bin.82	#ff7f0e
ERR7738253_bin.127	#17becf
ERR7738215_bin.12	#2ca02c
ERR7738253_bin.113	#ff7f0e
ERR7738546_bin.40	#ff9896
ERR7738622_bin.142	#ff7f0e
ERR7746398_bin.8	#ff7f0e
ERR7738630_bin.77	#bcbd22
ERR7738608_bin.64	#aec7e8
SRR17643478_bin.5	#ff9896
ERR7738630_bin.84	#c7c7c7
ERR7746440_bin.91	#ff7f0e
ERR7738580_bin.89	#ff7f0e
ERR7738612_bin.65	#aec7e8
ERR7738612_bin.128	#ff9896
ERR7746440_bin.16	#ff7f0e
ERR7738537_bin.143	#ff7f0e
ERR11604936_bin.4	#1f77b4
ERR7738546_bin.27	#ff7f0e
ERR7738608_bin.148	#ff7f0e
ERR7738624_bin.23	#ff9896
SRR1761676_bin.6	#ff7f0e
ERR7738580_bin.88	#ff7f0e
SRR17643460_bin.13	#ffbb78
ERR7738937_bin.56	#ff7f0e
ERR7738624_bin.53	#ff7f0e
ERR7738620_bin.10	#ff9896
ERR7738611_bin.26	#ff7f0e
ERR7738537_bin.97	#1f77b4
SRR17643968_bin.25	#ff7f0e
SRR17643924_bin.11	#d62728
ERR7738594_bin.134	#98df8a
ERR7738630_bin.36	#ff7f0e
ERR7738630_bin.5	#ff9896
SRR1761685_bin.19	#d62728
SRR17643927_bin.31	#dbdb8d
ERR7738624_bin.209	#ff7f0e
ERR7738630_bin.126	#ff7f0e
ERR7738604_bin.81	#ff9896
ERR7738630_bin.111	#ff7f0e
ERR7738611_bin.116	#9467bd
ERR7738624_bin.178	#aec7e8
SRR1761677_bin.8	#ffbb78
SRR17643968_bin.12	#ff9896
ERR7738267_bin.42	#ff7f0e
ERR7738630_bin.54	#ff7f0e
ERR7738353_bin.67	#ff9896
SRR17643790_bin.33	#ff9896
SRR17643460_bin.1	#ff9896
ERR7738630_bin.26	#ff7f0e
SRR17643474_bin.42	#ff7f0e
SRR17643652_bin.24	#d62728
ERR7738620_bin.35	#ff7f0e
ERR11604946_bin.9	#aec7e8
ERR11604939_bin.6	#1f77b4
ERR7738604_bin.110	#ff7f0e
ERR7738608_bin.12	#ff7f0e
ERR7738622_bin.93	#ff7f0e
ERR11604937_bin.15	#98df8a
ERR11604948_bin.6	#aec7e8
ERR11604949_bin.15	#ff7f0e
ERR7738624_bin.179	#ff7f0e
ERR7738514_bin.59	#ff7f0e
SRR8732217_bin.8	#aec7e8
SRR17643508_bin.3	#ff7f0e
ERR7738215_bin.28	#ff7f0e
ERR7738620_bin.17	#ff7f0e
ERR7738597_bin.2	#c49c94
ERR7738546_bin.25	#ff9896
ERR7738515_bin.24	#1f77b4
SRR17643924_bin.10	#ff7f0e
ERR7738624_bin.175	#ff7f0e
ERR7738608_bin.49	#ff7f0e
ERR7738158_bin.48	#ff7f0e
ERR7738608_bin.71	#ff7f0e
ERR7738608_bin.139	#ff7f0e
ERR7738624_bin.161	#ff7f0e
SRR17643792_bin.31	#ffbb78
SRR1761701_bin.5	#ff9896
ERR7738546_bin.97	#ff7f0e
SRR17643466_bin.21	#ff9896
ERR7738253_bin.99	#ff7f0e
ERR7745787_bin.93	#ff7f0e
ERR7738562_bin.42	#ff9896
ERR7738185_bin.48	#1f77b4
ERR7738608_bin.162	#ff7f0e
ERR7738608_bin.78	#ff7f0e
ERR7738630_bin.56	#ff7f0e
ERR7745787_bin.88	#ff7f0e
ERR7738553_bin.17	#aec7e8
ERR7738580_bin.87	#ff7f0e
ERR7738630_bin.62	#ff7f0e
ERR7738578_bin.72	#ff7f0e
ERR7738620_bin.91	#ff7f0e
ERR7738612_bin.92	#ff7f0e
ERR7738938_bin.6	#aec7e8
ERR7738253_bin.116	#ff7f0e
ERR11604940_bin.11	#aec7e8
ERR7738546_bin.42	#ff7f0e
ERR7738604_bin.73	#c5b0d5
ERR11604947_bin.5	#9467bd
ERR7738630_bin.176	#ff7f0e
ERR7738353_bin.44	#ff9896
ERR7738629_bin.53	#ff7f0e
SRR1761710_bin.12	#e377c2
ERR7738553_bin.38	#ff7f0e
ERR7738630_bin.29	#ff7f0e
SRR17643924_bin.22	#ff7f0e
SRR17643919_bin.35	#d62728
ERR11604946_bin.6	#aec7e8
SRR17643933_bin.14	#d62728
ERR7738630_bin.197	#ff7f0e
ERR7738594_bin.101	#aec7e8
ERR7745402_bin.76	#ff7f0e
ERR7745596_bin.27	#ff9896
ERR7738253_bin.41	#9467bd
ERR7738938_bin.50	#e377c2
ERR7738611_bin.162	#ff7f0e
ERR7738537_bin.82	#ff7f0e
ERR7738537_bin.134	#ff7f0e
ERR7738612_bin.52	#1f77b4
ERR11604930_bin.4	#aec7e8
SRR17643919_bin.28	#aec7e8
ERR7738630_bin.57	#ff7f0e
SRR17643479_bin.2	#9edae5
SRR17643927_bin.23	#ff7f0e
SRR17643466_bin.13	#ff9896
ERR7738553_bin.101	#ff7f0e
ERR7738611_bin.66	#aec7e8
ERR11604933_bin.13	#aec7e8
ERR7745787_bin.130	#ff7f0e
ERR7738546_bin.43	#ff7f0e
ERR7738604_bin.60	#ff7f0e
ERR7738624_bin.151	#ff7f0e
ERR7738253_bin.56	#ff7f0e
SRR17643460_bin.14	#d62728
SRR17643507_bin.12	#1f77b4
ERR7738229_bin.22	#aec7e8
ERR11604942_bin.12	#aec7e8
ERR7738553_bin.30	#98df8a
SRR8732217_bin.9	#9467bd
ERR7738611_bin.83	#ff7f0e
ERR7738604_bin.51	#aec7e8
