;Genome;original_bin;phylum;class;order;family;genus;species
1218;MGYG000001054;ERR7745787_bin.14;Bacillota;Bacilli;RF39;UBA660;HGM10857;HGM10857 sp900557305
1219;MGYG000000774;ERR7738620_bin.67;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Avimicrobium;Avimicrobium caecorum
1220;MGYG000000008;ERR11604931_bin.3;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp900550915
1221;MGYG000001498;SRR17643792_bin.18;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Yeguia;Yeguia hominis
1222;MGYG000001364;SRR1761718_bin.19;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-245;CAG-245 sp934122035
1223;MGYG000000602;ERR7738604_bin.72;Bacillota_A;Clostridia;Oscillospirales;CAG-382;CAKSUT01;CAKSUT01 sp934444485
1224;MGYG000000739;ERR7738616_bin.37;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp934373235
1225;MGYG000000441;ERR7738553_bin.37;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp022775985
1226;MGYG000000515;ERR7738580_bin.11;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp934569045
1227;MGYG000000784;ERR7738622_bin.103;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Hallerella;Hallerella sp934691725
1228;MGYG000000405;ERR7738547_bin.10;Bacillota_A;Clostridia;Christensenellales;Christensenellaceae;Scybalosoma;Scybalosoma faecavium
1229;MGYG000000701;ERR7738612_bin.121;Bacillota;Bacilli;RF39;UBA660;CAG-582;CAG-582 sp934090935
1230;MGYG000000585;ERR7738604_bin.134;Bacillota_A;Clostridia;Christensenellales;QALW01;UMGS1338;UMGS1338 sp900550805
1231;MGYG000000871;ERR7738629_bin.2;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G sp900550135
1232;MGYG000000586;ERR7738604_bin.143;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;RGIG3102;RGIG3102 sp934526065
1233;MGYG000000876;ERR7738629_bin.38;Bacillota;Bacilli;RF39;UBA660;Faecisoma;Faecisoma sp934169415
1234;MGYG000000724;ERR7738612_bin.70;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp934597465
1235;MGYG000000706;ERR7738612_bin.16;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;RUG841;RUG841 sp934754505
1236;MGYG000001070;ERR7745787_bin.78;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus lutetiensis
1237;MGYG000001052;ERR7745787_bin.120;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA4636;UBA4636 sp900770945
1238;MGYG000000726;ERR7738612_bin.73;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-272;CAG-272 sp000433515
1239;MGYG000000338;ERR7738537_bin.116;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum sp900544475
1240;MGYG000001192;SRR1761684_bin.15;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Longibaculum;Longibaculum muris
1241;MGYG000000812;ERR7738622_bin.68;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-353;CAG-353 sp934486875
1242;MGYG000000841;ERR7738624_bin.206;Bacillota_A;Clostridia;Christensenellales;UBA1242;UBA11490;UBA11490 sp934754355
1243;MGYG000000747;ERR7738616_bin.67;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;UBA1436;UBA1436 sp934667625
1244;MGYG000001125;ERR7746398_bin.37;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp900764105
1245;MGYG000000539;ERR7738594_bin.115;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;HGM11416;HGM11416 sp934796775
1246;MGYG000001083;ERR7745819_bin.27;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-590;CAG-590 sp934294885
1247;MGYG000000210;ERR7738215_bin.8;Bacillota_A;Clostridia;UMGS1810;UMGS1810;NSJ-50;
1248;MGYG000000130;ERR7738166_bin.22;Bacillota_A;Clostridia;Christensenellales;CAG-74;Limiplasma;Limiplasma sp934621505
1249;MGYG000000914;ERR7738630_bin.149;Bacillota_A;Clostridia;UBA1381;UBA9506;RGIG1666;RGIG1666 sp934438075
1250;MGYG000001418;SRR17643466_bin.19;Bacillota;Bacilli;RF39;UBA660;Onthocola_B;Onthocola_B sp900544625
1251;MGYG000000988;ERR7738937_bin.7;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900066645
1252;MGYG000000880;ERR7738629_bin.54;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp900550915
1253;MGYG000000681;ERR7738611_bin.45;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;RGIG4076;RGIG4076 sp905198155
1254;MGYG000000013;ERR11604932_bin.8;Myxococcota;Bradymonadia;UBA4248;UBA4248;UBA4248;
1255;MGYG000000228;ERR7738253_bin.128;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola
1256;MGYG000000554;ERR7738594_bin.75;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS1225;UMGS1225 sp900549725
1257;MGYG000000916;ERR7738630_bin.160;Bacillota;Bacilli;RF39;UBA660;RUG705;
1258;MGYG000001472;SRR17643521_bin.5;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Eubacterium_T;
1259;MGYG000001305;SRR1761706_bin.10;Bacillota;Bacilli;Mycoplasmatales;Mycoplasmoidaceae;Ureaplasma;Ureaplasma sp900544585
1260;MGYG000001357;SRR1761717_bin.1;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp900772425
1261;MGYG000000264;ERR7738276_bin.22;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia sp934597725
1262;MGYG000000696;ERR7738612_bin.1;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Anaerovibrio;Anaerovibrio sp934196075
1263;MGYG000001422;SRR17643467_bin.16;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium breve
1264;MGYG000000184;ERR7738196_bin.28;Bacillota;Bacilli;RF39;UBA660;Coprosoma;Coprosoma sp934183155
1265;MGYG000000518;ERR7738580_bin.116;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger variabilis_A
1266;MGYG000000249;ERR7738253_bin.92;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp900549225
1267;MGYG000000963;ERR7738630_bin.90;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp934546745
1268;MGYG000000987;ERR7738937_bin.69;Bacillota_A;Clostridia;Christensenellales;QALW01;QALW01;QALW01 sp003150515
1269;MGYG000001187;SRR1761682_bin.14;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea cylindroides
1270;MGYG000000821;ERR7738624_bin.114;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAKSQF01;CAKSQF01 sp934486825
1271;MGYG000000555;ERR7738594_bin.97;Bacillota_A;Clostridia;Christensenellales;UBA1242;Caccovivens;Caccovivens sp900768545
1272;MGYG000000714;ERR7738612_bin.43;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;RUG841;RUG841 sp900313795
1273;MGYG000000786;ERR7738622_bin.114;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAKQOE01;CAKQOE01 sp934255545
1274;MGYG000000209;ERR7738215_bin.64;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;UBA636;
1275;MGYG000000595;ERR7738604_bin.36;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera sp934202965
1276;MGYG000001208;SRR1761687_bin.10;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp900759665
1277;MGYG000001417;SRR17643466_bin.16;Bacillota_A;Clostridia;UBA1381;UBA1381;CAG-41;CAG-41 sp900066215
1278;MGYG000000839;ERR7738624_bin.193;Bacillota;Bacilli;RFN20;CAG-449;CAG-449;CAG-449 sp000432895
1279;MGYG000000978;ERR7738937_bin.48;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA3818;UBA3818 sp900557155
1280;MGYG000000401;ERR7738546_bin.80;Bacillota;Bacilli;RFN20;CAG-449;UBA3210;UBA3210 sp900755065
1281;MGYG000000919;ERR7738630_bin.167;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS2055;
1282;MGYG000000780;ERR7738620_bin.88;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Parasutterella;Parasutterella gallistercoris
1283;MGYG000000509;ERR7738578_bin.84;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes timonensis
1284;MGYG000000246;ERR7738253_bin.78;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus sp002438605
1285;MGYG000000543;ERR7738594_bin.133;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;RUG410;RUG410 sp934270475
1286;MGYG000001578;SRR17643968_bin.40;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Catenibacterium;
1287;MGYG000000402;ERR7738546_bin.96;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Tidjanibacter;Tidjanibacter inops
1288;MGYG000001411;SRR17643460_bin.18;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pullorum_B
1289;MGYG000000607;ERR7738604_bin.87;Bacillota;Bacilli;RF39;UBA660;SIG204;SIG204 sp934162195
1290;MGYG000000662;ERR7738611_bin.105;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA3282;UBA3282 sp934418125
1291;MGYG000001044;ERR7745596_bin.25;Bacillota;Bacilli;RF39;UBA660;CAJOJO01;CAJOJO01 sp900546745
1292;MGYG000000382;ERR7738546_bin.11;Bacillota_A;Clostridia;Oscillospirales;CAG-272;HGM12650;HGM12650 sp900761725
1293;MGYG000000826;ERR7738624_bin.140;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;Merdousia;Merdousia sp021641325
1294;MGYG000001164;SRR1761677_bin.6;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp900541055
1295;MGYG000001075;ERR7745787_bin.91;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;V9D3004;V9D3004 sp002349525
1296;MGYG000000729;ERR7738612_bin.82;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;RGIG6919;RGIG6919 sp934293375
1297;MGYG000000363;ERR7738537_bin.94;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella;Angelakisella sp934524965
1298;MGYG000000620;ERR7738608_bin.136;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-557;CAG-557 sp000435275
1299;MGYG000001131;ERR7746398_bin.74;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp934339135
1300;MGYG000001572;SRR17643968_bin.24;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900552925
1301;MGYG000000463;ERR7738558_bin.38;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS1696;UMGS1696 sp900554225
1302;MGYG000001001;ERR7738938_bin.26;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger variabilis_A
1303;MGYG000001295;SRR1761704_bin.10;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA6857;UBA6857 sp900555805
1304;MGYG000000965;ERR7738630_bin.99;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp934167965
1305;MGYG000001525;SRR17643919_bin.12;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Massiliimalia;Massiliimalia massiliensis
1306;MGYG000001020;ERR7738938_bin.95;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp900549055
1307;MGYG000000520;ERR7738580_bin.19;Bacillota_A;Clostridia;UMGS1810;UMGS1810;RGIG8748;RGIG8748 sp934463115
1308;MGYG000000951;ERR7738630_bin.69;Bacillota;Bacilli;RF39;UBA660;UMGS872;UMGS872 sp900546275
1309;MGYG000001474;SRR17643523_bin.17;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B;Enterococcus_B hirae
1310;MGYG000000118;ERR7738166_bin.100;Bacillota_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp934633985
1311;MGYG000000913;ERR7738630_bin.147;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;HGM11416;HGM11416 sp934292955
1312;MGYG000001529;SRR17643919_bin.20;Bacillota_A;Clostridia;Christensenellales;QAND01;UMGS1975;UMGS1975 sp900546685
1313;MGYG000000848;ERR7738624_bin.33;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAJUPY01;CAJUPY01 sp022768005
1314;MGYG000000733;ERR7738612_bin.91;Bacillota;Bacilli;RF39;UBA660;RUG13868;RUG13868 sp934100165
1315;MGYG000000575;ERR7738597_bin.70;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum
1316;MGYG000001116;ERR7746398_bin.11;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R coprostanoligenes
1317;MGYG000000180;ERR7738185_bin.6;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAKTFW01;CAKTFW01 sp934561175
1318;MGYG000000772;ERR7738620_bin.53;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01;CAJFUH01 sp934717555
1319;MGYG000001002;ERR7738938_bin.27;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900544705
1320;MGYG000000869;ERR7738629_bin.14;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp900550855
1321;MGYG000001589;SRR8732217_bin.4;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B;Enterococcus_B pernyi
1322;MGYG000000310;ERR7738514_bin.68;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp934169775
1323;MGYG000001296;SRR1761704_bin.13;Pseudomonadota;Alphaproteobacteria;Rs-D84;Rs-D84;Enterousia;Enterousia sp900546225
1324;MGYG000000904;ERR7738630_bin.122;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1491;UMGS1491 sp900554775
1325;MGYG000000324;ERR7738515_bin.29;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Sutterella;Sutterella massiliensis
1326;MGYG000000117;ERR7738158_bin.83;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera sp002431345
1327;MGYG000001178;SRR1761680_bin.26;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Fimisoma;Fimisoma sp900540145
1328;MGYG000000897;ERR7738630_bin.113;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;14-févr;14-2 sp934434905
1329;MGYG000000004;ERR11604929_bin.9;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Duodenibacillus;Duodenibacillus massiliensis
1330;MGYG000000375;ERR7738545_bin.43;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus fermentum
1331;MGYG000001451;SRR17643482_bin.20;Bacillota;Bacilli;RF39;UBA660;Faecenecus;Faecenecus gallistercoris
1332;MGYG000000715;ERR7738612_bin.44;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA1394;UBA1394 sp900554975
1333;MGYG000001519;SRR17643913_bin.7;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Parasutterella;Parasutterella excrementihominis
1334;MGYG000000742;ERR7738616_bin.41;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp000434435
1335;MGYG000001496;SRR17643790_bin.4;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanosphaera;Methanosphaera stadtmanae
1336;MGYG000001007;ERR7738938_bin.40;Bacillota;Bacilli;RF39;UBA660;CAG-605;CAG-605 sp934096535
1337;MGYG000001448;SRR17643482_bin.10;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B;Enterococcus_B lactis
1338;MGYG000000609;ERR7738604_bin.93;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Stercorousia;Stercorousia sp934691935
1339;MGYG000000502;ERR7738578_bin.60;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS856;UMGS856 sp900546265
1340;MGYG000000564;ERR7738597_bin.33;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas faecavium
1341;MGYG000000973;ERR7738937_bin.35;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp934643185
1342;MGYG000000709;ERR7738612_bin.25;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia sp934567745
1343;MGYG000000728;ERR7738612_bin.76;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;Scatocola;Scatocola sp934273635
1344;MGYG000000890;ERR7738630_bin.102;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS172;UMGS172 sp900539855
1345;MGYG000000740;ERR7738616_bin.39;Bacillota_A;Clostridia;UMGS1883;UMGS1883;UMGS1883;UMGS1883 sp934476455
1346;MGYG000000679;ERR7738611_bin.37;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA5884;UBA5884 sp934444765
1347;MGYG000000511;ERR7738578_bin.94;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Avimicrobium;Avimicrobium sp900761965
1348;MGYG000001503;SRR17643792_bin.9;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;;
1349;MGYG000000074;ERR11604953_bin.4;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-488;CAG-488 sp900554995
1350;MGYG000000158;ERR7738182_bin.42;Bacillota;Bacilli;RF39;UBA660;Aphodocola;Aphodocola sp022768045
1351;MGYG000001099;ERR7745831_bin.20;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UMGS1585;UMGS1585 sp934693215
1352;MGYG000000145;ERR7738166_bin.67;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1491;UMGS1491 sp900554335
1353;MGYG000000778;ERR7738620_bin.72;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Alangreenwoodia;Alangreenwoodia sp905206455
1354;MGYG000000213;ERR7738215_bin.96;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-353;CAG-353 sp900768995
1355;MGYG000001045;ERR7745596_bin.26;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Duodenibacillus;Duodenibacillus intestinigallinarum
1356;MGYG000000513;ERR7738578_bin.97;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1591;UMGS1591 sp900553255
1357;MGYG000001397;SRR17643458_bin.21;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;VUNA01;
1358;MGYG000000003;ERR11604929_bin.14;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema_D;
1359;MGYG000000250;ERR7738253_bin.95;Bacillota;Bacilli;RF39;UBA660;CAG-628;CAG-628 sp934087065
1360;MGYG000000719;ERR7738612_bin.55;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA5884;UBA5884 sp002431975
1361;MGYG000001386;SRR17643452_bin.18;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena
1362;MGYG000000182;ERR7738196_bin.12;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-590;CAG-590 sp934293575
1363;MGYG000000587;ERR7738604_bin.148;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;CAG-873 sp001701165
1364;MGYG000000808;ERR7738622_bin.53;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp002451855
1365;MGYG000000240;ERR7738253_bin.49;Bacillota_A;Clostridia;Oscillospirales;CAG-272;Firm-07;Firm-07 sp905187695
1366;MGYG000000150;ERR7738166_bin.87;Bacillota_A;Clostridia;UBA1381;UBA1381;CAKSQL01;CAKSQL01 sp934486735
1367;MGYG000000560;ERR7738597_bin.25;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G sp000432355
1368;MGYG000001497;SRR17643790_bin.7;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;UMGS2037;UMGS2037 sp934371505
1369;MGYG000001194;SRR1761684_bin.6;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900549945
1370;MGYG000001014;ERR7738938_bin.73;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-492;CAG-492 sp934129745
1371;MGYG000000178;ERR7738185_bin.54;Bacillota;Bacilli;RFN20;CAG-449;CAG-449;CAG-449 sp000432895
1372;MGYG000000741;ERR7738616_bin.4;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;SIG402;SIG402 sp934272745
1373;MGYG000001108;ERR7745836_bin.17;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella jalaludinii
1374;MGYG000000799;ERR7738622_bin.19;Bacillota_A;Clostridia;Christensenellales;UBA1242;CAJKWP01;CAJKWP01 sp905203645
1375;MGYG000001092;ERR7745819_bin.68;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;Bulleidia sp934725105
1376;MGYG000000749;ERR7738616_bin.7;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA1762;UBA1762 sp934527255
1377;MGYG000000702;ERR7738612_bin.126;Bacillota;Bacilli;RF39;UBA660;CAKPEZ01;CAKPEZ01 sp934149465
1378;MGYG000000686;ERR7738611_bin.69;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp934670025
1379;MGYG000001145;ERR7746440_bin.52;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS363;UMGS363 sp900543105
1380;MGYG000000999;ERR7738937_bin.96;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter formigenes
1381;MGYG000000235;ERR7738253_bin.27;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Methanarcanum;Methanarcanum hacksteinii
1382;MGYG000001180;SRR1761680_bin.5;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Scybalocola;Scybalocola sp900557175
1383;MGYG000000745;ERR7738616_bin.59;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;F23-B02 sp934636655
1384;MGYG000000037;ERR11604941_bin.11;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Paratractidigestivibacter;Paratractidigestivibacter sp934660915
1385;MGYG000000408;ERR7738547_bin.38;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter sp900544025
1386;MGYG000001162;SRR1761677_bin.3;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;CAG-873 sp900554265
1387;MGYG000001072;ERR7745787_bin.81;Pseudomonadota;Alphaproteobacteria;Rs-D84;CACZYB01;CACZYB01;CACZYB01 sp016297965
1388;MGYG000001119;ERR7746398_bin.17;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus sp934675575
1389;MGYG000000900;ERR7738630_bin.117;Bacillota_A;Clostridia;Christensenellales;UBA1242;RGIG1681;RGIG1681 sp934771675
1390;MGYG000000682;ERR7738611_bin.46;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA5884;UBA5884 sp900551505
1391;MGYG000001142;ERR7746440_bin.3;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900548795
1392;MGYG000000144;ERR7738166_bin.60;Bacillota;Bacilli;RF39;UBA660;Ventrenecus;Ventrenecus sp905205665
1393;MGYG000000453;ERR7738553_bin.91;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Duodenibacillus;Duodenibacillus sp900544335
1394;MGYG000001435;SRR17643474_bin.7;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;UMGS1519;
1395;MGYG000001264;SRR1761699_bin.23;Bacillota_A;Clostridia;TANB77;CAG-465;UMGS1649;UMGS1649 sp900553785
1396;MGYG000000216;ERR7738229_bin.31;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_B;Comamonas;Comamonas kerstersii
1397;MGYG000001534;SRR17643919_bin.8;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum butyriciproducens
1398;MGYG000001091;ERR7745819_bin.67;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera sp934193515
1399;MGYG000000762;ERR7738620_bin.32;Actinomycetota;Coriobacteriia;Coriobacteriales;QAMH01;QAMH01;QAMH01 sp900556425
1400;MGYG000000667;ERR7738611_bin.128;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp934622035
1401;MGYG000001350;SRR1761715_bin.18;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-841;CAG-841 sp002479075
1402;MGYG000001059;ERR7745787_bin.30;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UBA11512;UBA11512 sp003522145
1403;MGYG000000279;ERR7738353_bin.15;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp900550545
1404;MGYG000001181;SRR1761680_bin.6;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp003479805
1405;MGYG000000498;ERR7738578_bin.4;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Phocea;Phocea massiliensis
1406;MGYG000001554;SRR17643927_bin.5;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Caecibacter;Caecibacter sp003467125
1407;MGYG000001016;ERR7738938_bin.78;Bacillota_A;Clostridia;TANB77;CAG-465;CAG-465;CAG-465 sp000433335
1408;MGYG000000153;ERR7738166_bin.97;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp934463425
1409;MGYG000000870;ERR7738629_bin.17;Bacillota_A;Clostridia;Christensenellales;UBA1242;;
